職缺名稱,公司,地點,薪資,來源,發布日期,適合度分數,評分原因,連結,職缺描述,要求條件
資料工程師（內湖） - TWII01292,仁寶,台北,面議,LinkedIn,2026-05-22,44.0,"技能匹配(3): etl, 自動化, 數據分析; 職稱部分匹配: 數據科學家; 地點符合: 台北; [技能20+職稱8+關鍵字6+地點10]",https://tw.linkedin.com/jobs/view/%E8%B3%87%E6%96%99%E5%B7%A5%E7%A8%8B%E5%B8%AB%EF%BC%88%E5%85%A7%E6%B9%96%EF%BC%89-twii01292-at-compal-4407607633,熟悉數據資料倉儲與數據湖概念，進行數據清洗、資料整備等相關數據轉換與整合。 熟悉數據工程的ETL流程，處理數據開發、自動化、測試、監控、佈署等相關技術解決方案。 規劃與建置與維護資料治理平台、負責並管理維護資料治理平台 維運和規劃大數據處理系統，以確保日常數據的運作品質之傳輸性、高效性和準確性。 與團隊合作，檢視數據存儲和數據架構的設計和維護，以確保數據的安全性、可擴展性，以及數據分析的準確性、可...,
資料工程師 Data Engineer,核桃運算股份有限公司,台北市中正區,面議,104,20260427,43.8,"技能匹配(2): 數據分析, 資料分析; 職稱部分匹配: 資料分析師; 地點符合: 台北市中正區; [技能13+職稱12+關鍵字8+地點10]",https://www.104.com.tw/job/8waxf," Model（資料模型），確保資料易於提取與分析。
協助維護 Data Dictionary（資料字典）與文件，提升資料的可觀測性與團隊協作效率。
4. 跨部門協作與技術支援 (Collaboration)
與業務部門及 Data Analyst 溝通，轉化",
"財務分析主任/副理 | Senior Business Analyst, FP&A",永聯物流開發股份有限公司,台北市內湖區,面議,104,20260521,43.7,職稱完全匹配: business analyst; 地點符合: 台北市內湖區; [技能0+職稱30+關鍵字4+地點10],https://www.104.com.tw/job/8n1ra,"making heavily relies on timely and accurate information with insightful analysis. 

As a Business Analyst, you will",
資料工程師（Python／PySpark）(FAM),德義資訊股份有限公司,台北市內湖區,面議,104,20260519,43.3,"技能匹配(3): python, 自動化, 數據分析; 職稱部分匹配: 數據科學家; 地點符合: 台北市內湖區; [技能20+職稱8+關鍵字5+地點10]",https://www.104.com.tw/job/8y61l,"【工作內容】
．使用 Python 進行資料處理、分析及自動化程式開發。
．使用 PySpark 執行大數據資料處理與分析作業。
．協助資料清理、轉換、整合及維護資料品質。
．製作資料視覺化報表與分析儀表板。
．配合專案需求進行資料分析與技術支援",
SA22057 Business Analyst,華碩電腦股份有限公司,台北市北投區,面議,104,20260423,43.3,職稱完全匹配: business analyst; 地點符合: 台北市北投區; [技能0+職稱30+關鍵字3+地點10],https://www.104.com.tw/job/90hr3,"1. 負責規劃業務與行銷全球數位轉型CRM、Partner Management和S&OP(Sales and Operation Planning) 專案，從規劃到上線，協調資源、管理風險，並對專案成果的品質與時程負責。
2. 整合業務、行銷、BU、客服與技術團隊之間流程，進行使用者訪談(User Interview)、業務流程建模(Workflow Mapping)與溝通協調。
3. 分析...",
Business Analyst - Channel Marketing Development,PT Kao Indonesia,,面議,CakeResume,,43.3,職稱完全匹配: business analyst; 地點符合: ; [技能0+職稱30+關鍵字3+地點10],https://www.cake.me/companies/pt-kao-indonesia-a32/jobs/business-analyst-channel-marketing-development,"Act As: Trade Marketing Executive
• Assist to develop channel strategy align with brand strategy.
• Collaborate with cross-function to get insight and generate ideas.
• Create channel and category act...","• Candidate must possess at least a Bachelor's Degree in Engineering, Management or equivalent.
• Fresh graduates are welcome to apply, but preferably candidates with 1 year experience in related fiel..."
電商數據分析 - 台北市,飛輪電商有限公司,台北市信義區,面議,104,20260520,43.0,"技能匹配(3): sql, 自動化, 數據分析; 職稱部分匹配: 數據科學家; 地點符合: 台北市信義區; [技能20+職稱8+關鍵字5+地點10]",https://www.104.com.tw/job/7za10,"持並優化商品毛利率。
5. 建立與分析銷售報表，辨識衰退品項並挖掘新的成長機會。

二、流程優化與專案管理 (約 30%)
1. 與跨部門合作，透過數據分析與自動化設計具擴展性與高效率的流程解決方案。
2. 運用數據分析工具（Excel、SQL、",
大數據分析人員,博揚機械有限公司,新北市樹林區,面議,104,20260520,43.0,"技能匹配(3): machine learning, 機器學習, 數據分析; 職稱部分匹配: 數據科學家; 地點符合: 新北市樹林區; [技能20+職稱8+關鍵字5+地點10]",https://www.104.com.tw/job/6zvlo,"1.大數據分析、影像辨識。
2.機器學習、數據資料處理。
3.撰寫報告、程式編寫。
4.協助主管交辦事項。
5.偶爾配合出差工作。",
資料分析報表工程師,圜達實業股份有限公司,新北市五股區,面議,104,20260524,43.0,"技能匹配(3): etl, 數據分析, 統計分析; 職稱部分匹配: 數據科學家; 地點符合: 新北市五股區; [技能20+職稱8+關鍵字5+地點10]",https://www.104.com.tw/job/7z7cv,"1.負責決策分析報表的開發與設計工作。
2.開發視覺化統計分析報表。
3.開發與維護資料更新作業(ETL)。",
SL [新北五股] 上市遊戲公司-資深產品分析師 Senior Product Analyst (年薪1.2~2M，市場競品分析/產品主企劃/遊戲業經驗),新加坡商立可人事顧問有限公司台灣分公司,新北市五股區,面議,104,20260519,43.0,職稱完全匹配: product analyst; 地點符合: 新北市五股區; [技能0+職稱30+關鍵字3+地點10],https://www.104.com.tw/job/8mgdz,"1. 產品評估與優化：建立量化框架，結合玩家行為與情感指標，深入分析產品表現，並針對核心玩法、挑戰性設計與回饋系統提出具體優化建議。 
2. 遊戲體驗研究：系統化拆解遊戲的核心要素與回饋機制，從而深入剖析玩家體驗，協助提升整體遊戲設計品質與娛樂性。 
3. 市場與競品洞察：深度研究競品遊戲的設計架構，包括玩法機制、經濟系統、社交互動及內容更新等，並將洞察轉化為具體的市場策略建議，支持產品決策。

...",
Business Analyst,伊雲谷數位科技股份有限公司,新北市三重區,面議,104,20260524,42.7,職稱完全匹配: business analyst; 地點符合: 新北市三重區; [技能0+職稱30+關鍵字3+地點10],https://www.104.com.tw/job/8bwrd," Senior Business Analyst and other team members to ensure smooth operations.

【Key Responsibilities】

1. Data Report and",
數據應用工程師,聯經數位股份有限公司,新北市汐止區,面議,104,20260424,42.7,"技能匹配(2): bigquery, python; 職稱部分匹配: 數據科學家; 地點符合: 新北市汐止區; [技能13+職稱17+關鍵字3+地點10]",https://www.104.com.tw/job/8nf2t," Bigquery 進階用法，能做有效之高端應用。
2.具備基礎 Python 開發能力。

【加分條件】
1. 提案與簡報技巧、清晰邏輯思考與表達能力。
2. 具備 GA4 Bigquery等源資料 (Raw Data) 萃取/清理經驗者佳。
3. 具備",
資深營運分析師 Senior Business Analyst,中磊電子股份有限公司,台北市南港區,面議,104,20260516,42.7,職稱完全匹配: business analyst; 地點符合: 台北市南港區; [技能0+職稱30+關鍵字3+地點10],https://www.104.com.tw/job/8um5t," business processes and systems.
4.Ad Hoc Analysis.",
Business Controller (Taipei),液空台灣_亞東工業氣體股份有限公司,台北市內湖區,面議,104,20260521,42.5,"技能匹配(2): forecasting, business analysis; 職稱部分匹配: business analyst; 地點符合: 台北市內湖區; [技能13+職稱12+關鍵字7+地點10]",https://www.104.com.tw/job/8uymc,"Position Summary:

The mission of this position is to provide to Country management all financial information as well as relevant non financial information to understand and contribute to the current ...",
產品企劃專案主任 - Product Marketing Project Supervisor,Antaira_艾科揚股份有限公司,新北市中和區,面議,104,20260518,42.5,"技能匹配(2): 商業分析, 跨部門溝通; 職稱部分匹配: product analyst; 地點符合: 新北市中和區; [技能13+職稱12+關鍵字7+地點10]",https://www.104.com.tw/job/91oua,"您將有機會深入研究垂直市場、參與國內外展覽規劃、接觸客戶需求與產業趨勢，累積產品管理、商業分析與市場開發實戰經驗，朝全方位產品企劃與專案管理專業邁進！

【工作內容】

1.""產品生命週期間所有事務的處理 (時程、成本的監控，跨部門溝通協調)
2.",
Business Analyst (系統分析師),欒軒管理顧問有限公司,台北市松山區,面議,104,20260317,42.3,職稱完全匹配: business analyst; 地點符合: 台北市松山區; [技能0+職稱30+關鍵字2+地點10],https://www.104.com.tw/job/7v0oc," other related disciplines
2. At least 2 years working experience worked as a Business Analyst or Project Manager
3.",
【IT】Senior BI Leader/ Engineer,文曄集團_文曄科技股份有限公司,新北市中和區,面議,104,20260522,42.2,"技能匹配(2): tableau, 數據分析; 職稱部分匹配: bi analyst; 地點符合: 新北市中和區; [技能13+職稱12+關鍵字6+地點10]",https://www.104.com.tw/job/8ngua," Procedure、效能調校。
3. 具備 Power BI 或 Tableau 之實際開發與維運經驗，能獨立完成可視化報表設計與資料模型。
4. 具備良好的資料分析邏輯與商業思維，能清晰定義數據需求並解讀結果。
5. 良好的溝通協調能力，能與跨部門協作並",
ETL 資料分析程式設計師,碩誠國際股份有限公司,台北市松山區,面議,104,20260519,42.0,"技能匹配(3): sql, etl, 數據分析; 職稱部分匹配: 數據科學家; 地點符合: 台北市松山區; [技能20+職稱8+關鍵字4+地點10]",https://www.104.com.tw/job/6f1b4,"工作內容：
1.  資料倉儲系統之資料分析、整理與資料處理之系統分析與設計
2.  DW / DM 規劃設計
3.  專案系統需求訪談、分析、開發及測試作業規劃、執行、與管理

需求技能：
1. 有RMDB應用與設計(如 MSSQL,",
H.經營分析管理師(Business Analyst),永豐餘消費品實業股份有限公司,台北市中正區,面議,104,20260520,42.0,職稱完全匹配: business analyst; 地點符合: 台北市中正區; [技能0+職稱30+關鍵字2+地點10],https://www.104.com.tw/job/8fxph,"1.每月經營管理報表編制與分析、物流運費分析
2.與BU溝通協調，推動營運計畫與績效檢核
3.制定月營運預估、年度預算編制與管控 
4.定期彙整產業相關之總體經濟及市場資訊
5.執行檔期投資效益分析建議、提供高階主管策略方案
6.經營管理會議資料準備、會議紀錄及代辦事項追蹤
7.其他主管交辦事項",
(Senior)Data Scientist,海盜船科技股份有限公司,新北市汐止區,面議,104,20260522,41.7,職稱完全匹配: data scientist; 地點符合: 新北市汐止區; [技能0+職稱30+關鍵字2+地點10],https://www.104.com.tw/job/909ye,"General Purpose:
This role is intended for a Mid-Senior Data Scientist, responsible for driving data-driven decision-making",
兼職講師(英檢、AI人工智慧、iPAS 證照、數位行銷、華語文、大數據分析、ESG、TOEIC、Canva、社群行銷、專案管理、人力資源、程式語言、Office),晴仁數位文化有限公司,台北市大安區,面議,104,20260520,41.7,"技能匹配(3): sql, python, 數據分析; 職稱部分匹配: 數據科學家; 地點符合: 台北市大安區; [技能20+職稱8+關鍵字3+地點10]",https://www.104.com.tw/job/7c7z6,"、Canva...等工具之專業人士，能以案例導向協助學員掌握工具與實戰應用，具iPAS AI應用規劃師證照佳。

【大數據分析】
熟悉Python、Power BI、SQL等工具，能教授資料視覺化、數據解讀、決策應用等實務技巧者佳。

【ESG／永",
客群經營部-數據分析人員,玉山綜合證券股份有限公司,台北市松山區,面議,104,20260310,41.7,"技能匹配(3): sql, tableau, 數據分析; 職稱部分匹配: 數據科學家; 地點符合: 台北市松山區; [技能20+職稱8+關鍵字3+地點10]",https://www.104.com.tw/job/8qjgs,"1.依業管單位需求，利用SQL及Tableau進行資料探索及報表產製。
2.擔任資料源規格業管BA，協助業管單位與資訊單位溝通，設計業務所需的資料源。
3.自主分析能力，依金融及行銷專業，為現有客群分類及貼標，供行銷方案使用。",
【國泰投信】法務暨法令遵循處 - 資料分析專業人員_I00026091,國泰證券投資信託股份有限公司,台北市大安區,面議,104,20260508,41.7,"技能匹配(3): python, tableau, 數據分析; 職稱部分匹配: 數據科學家; 地點符合: 台北市大安區; [技能20+職稱8+關鍵字3+地點10]",https://www.104.com.tw/job/8xzmd,"1.具備數據敏感度、分析能力與統計知識。
2.熟悉Python、Tableau及M365 Office等工具應用
3.樂於學習與執行相關新知與規定
4.協助各項專案業務
5.其他主管交辦事項",
